lounge_id,lounge_name,airport,type_of_lounge
adb26ca257e41d5a1e0e7e163683bef7,Latam Concourse J,Miami Airport,Business Class
9d150e9cbc5b672d88f40bcdcec8fd56,TAP Premium Lounge,Lisbon Airport,Frequent Flyer
3f2f9228f8ebdeb60c8c4262814725d5,Plaza Premium Lounge,Jakarta Airport,Frequent Flyer
29d463cffac47a1b86d14b630b9f03b3,T5 Business,London Heathrow Airport,Business Class
4a763aa6ab5abb564b94da2a91d50f05,LHR & DOH,Hamad  Doha Airport,Business Class
8eca2a43c2f24cbe0c42b80ef39e1476,Royal Orchid Lounge,Bangkok Suvarnabhumi Airport,Business Class
4ac125534a4c7d3b8e0eed26d9de80f7,Lounge ANA,Lisbon Airport,Business Class
8462945323b502266edeff68172192ab,DNATA T1,Singapore Changi Airport,Members
fdbd6c13a53efff68779aed4bb22d285,unknown,Istanbul Airport,Members
ff52389f879e0354822018846ea05dc0,Star Alliance LAX Lounge,Los Angeles LAX Airport,Business Class
78fa09c3ff524a7943d50e327c6966ac,Primus lounge,Jaipur Airport,Pay to Use
5a99564d987d3f56a037eb04d2961ee2,Zvezdniy,Moscow Sheremetyevo Airport,Business Class
a327d797ac625dda6fc899f5b4ebd17f,Aspire,Zurich Airport,Business Class
d6292a8e21a81c2ff0b0dd58c538bbf9,Blue Lounge,Lisbon Airport,Business Class
f88966170c0149cd05388de496d6ece9,unknown,Delhi Airport,Members
67ed684c08952338a40da2fb0dd95a32,Aspire,Amsterdam Schiphol Airport,Members
9797aa456dab5e0e29732ba20c776d05,United Airlines,Denver Airport,Frequent Flyer
952b227f5de111d5e56bc94159bfd36f,Turkish Airlines Lounge,Istanbul Airport,Business Class
ea1e2a22fc869c252616cf17d5beec5c,Air Berlin,Dusseldorf Airport,Business Class
631a667709b0aa9f81738755a49ac538,Silver Kris,Brisbane Airport,Business Class
43e3bc313deaef042e934a73a9927fa6,Falcon Gold,Bahrain Airport,Business Class
8c162fc12bcd20462c780021b0861611,Wing,Hong Kong Airport,Business Class
63f66ba5829f52cd04bfde0d4b30f421,unknown,Newcastle Airport,Business Class
223a595e05ad0099f9562cb3467ceeaf,Puerta de Alcalá,Madrid Barajas Airport,Business Class
b8e204adafec249182637946e3590b72,Pergolesi,Milan Malpensa Airport,Business Class
a12aee829645f044b10edd7dc2068e98,unknown,Minneapolis St Paul Airport,Business Class
82ea023186e64948cfe3ee0d2f3a8c8d,unknown,Miami Airport,unknown
4a683411ede4e71015012c1188ef979b,Polaris,Newark Airport,Business Class
437776d417ddd146e848630361d0dc89,T5 South / North Lounges,London Heathrow Airport,Business Class
1dbd8bf8103bf0c0c711279fd32576ac,Business Class Lounge,Abu Dhabi Airport,Business Class
4c86e1cef7d206b84de2959e8f82677e,Qantas Club,Hong Kong Airport,Business Class
25125fa0a4865b5f642bcfab666be46d,Proair Lounge,Sao Paulo Guarulhos Airport,First Class
f6a493dc2feb2a389991afcaa4f90f07,T2,Dublin Airport,Business Class
fca3ec803abf12704b3551599062a501,Plaza Premium,Cancun Airport,Pay to Use
6979ff39f45fce7400e1ed0ee60560f8,Sakura lounge,Tokyo Narita Airport,Business Class
1a1c88c325c40f104c2f236038e68b55,unknown,Istanbul Sabiha Gökçen Airport,Business Class
bdc901e43e24a35ae96417e706c9251f,unknown,San Francisco Airport,Members
9a4909a27726662d60c5a013e5c7006b,VIP Sala,Bogota Airport,Business Class
3fcbf8a49fc22f97d1146719722ad770,Barbados Executive Lounge,Barbados Grantley Adams Airport,Business Class
e0eca984f47cdf7e6e842a7b7963e04b,unknown,Novosibirsk Airport,Business Class
29db0ab03d71012f068f4fa7d508d933,LHR First Class,London Heathrow Airport,First Class
3876e191c1d321e9d19aab74a9a6ad0c,Star lounge Terminal 3,Vienna Airport,Frequent Flyer
a1c2c85aa27727012d6b10f2da8ea715,SilverKris Lounge,Manila Airport,Business Class
f4fed6cd56e7afe990a53f7b1aa2d227,Mariner Lounge,Hamad  Doha Airport,Members
22cf2435359a32d5ca1695eb4454800e,Sala Leonardo,Milan Linate Airport,Frequent Flyer
22f5034145c07acb773603e29971b71f,Flagship Chelsea Lounge,New York JFK Airport,First Class
2991e51be9bb55aec19b872e108d78f0,Oasis Lounge,Marrakech Airport,Business Class
a6bd65e30b4c9b2f71d2c80b49301836,unknown,Hannover Airport,Business Class
01a103b2da5003e15a8eefc59479a257,Terraces Lounge,New York JFK Airport,First Class
7c9a920acc3b41748ca776fba25ea114,Sala VIP,unknown,Business Class
9672326cf33939c20ebbd3b2c1720c15,TAM First / Business,Sao Paulo Guarulhos Airport,Business Class
cf298f36afaa51e994baaa89f3b397f6,Crown Lounge Schengen,Amsterdam Schiphol Airport,Business Class
e1696387225528ab9208b8b635d06d75,Qantas Business,Melbourne Airport,Business Class
73557365bb82e9c0bea1997656bc9122,Al-Dhabi,Abu Dhabi Airport,Frequent Flyer
dcd9a05212c4ea7ccf38955c0918b5d8,Coral Cosmo Lounge,Bangkok Suvarnabhumi Airport,Business Class
f43e0aa45320664813d81cbd3a855124,JFK Terminal 7,New York JFK Airport,Business Class
a183607c41050d1cad9a1eed419f0a43,American Express Lounge Sydney,Sydney Airport,unknown
a49a830787f45afb871e9ed08835784f,East Lounge,Seoul Incheon Airport,Business Class
b9a4312069cb170c908da26a867089a4,SilverKris Business Class Lounge,Singapore Changi Airport,Business Class
0a319ff9afb839c19f306580bb8af8f0,Polonez,Warsaw Chopin Airport,Members
bf4242cf2a709e15ac82d7dd2d61d387,unknown,Sydney Airport,Pay to Use
c58889878c8a0654a2ab4b359836d211,SATS Premier Lounge,Singapore Changi Airport,Frequent Flyer
2ed527e566bcc5f46868ccc0caa62249,Senator Lounge,Dresden Airport,Business Class
08ebfc2c58f6da5743be86f45cce71fc,Giotto Lounge,Rome Fiumicino Airport,Business Class
ffdddd5821b5be816527df93e7927f90,unknown,Darwin Airport,unknown
a5afda80bda23e9674708cedee7beb28,Krisflyer Gold T2,Singapore Changi Airport,Frequent Flyer
1ab902d9e07f3a6202f14e1b53c85c27,unknown,Raratonga Airport,Business Class
f0d762cf11f85a0687cb6787a2aee913,VIP Lounge,Sao Paulo Guarulhos Airport,Business Class
da13ae88ca8e6493a7a115c933ca8b68,Business Lounge,Tirana Airport,Members
8c42da42913bdf297b271c1cf65ef91a,AIR NEW ZEALAND BUSINESS CLASS (INT'L) LOUNGE REVIEW,Sydney Airport,Business Class
2197f8e7dbb7be84d3a58e04066bdab3,Brussels Airlines Lounge,Brussels Zaventem Airport,Business Class
49c1ac9aa5101049ad513090bb16d69a,Maple Leaf,La Guardia Airport,Business Class
579c6d571e5c531d9b15f640fcaf7d6c,International Terminal,San Francisco Airport,Business Class
98e0db0dbb2c6f059381eb9f487ccf69,The Pier First Class,Hong Kong Airport,First Class
8074de7d612c620d9bd5508f18480a31,Casa Alitalia Roma,Rome Fiumicino Airport,Business Class
401ba03c975e1ee967cf846442a3cad7,unknown,San Juan Airport,Frequent Flyer
db7b8b5904683809eec8d134e6be33f0,Admirals Club,Phoenix Sky Harbor Airport,First Class
c28af81d6e8f02db6a29e6a8adeeaf83,unknown,Denpasar Bali Airport,Business Class
41c886916b6a46618f0d7e914cb9d9d6,Bolero,Warsaw Chopin Airport,Business Class
c0d035b23f95d878055ef31f4d6dbd74,Elite,Warsaw Chopin Airport,Business Class
356cbef5ddfdde58d4b8b0597851b875,Senator Lounge,Frankfurt Main Airport,Frequent Flyer
2e9ddcc40364c356e8cc3bec5538e867,Silver Kris Lounge,Hong Kong Airport,Business Class
7ba7f8c07196e3b06508799c63658de8,unknown,Xiamen Airport,Frequent Flyer
0351153d2b7f7793ccac6557ce9f68f2,The Bridge,Hong Kong Airport,Business Class
6de98d0f6174148a2f1b400e7c4b65de,Qantas,Adelaide Airport,Frequent Flyer
36ba4afab898b87e52a717157f987882,Mabuhay,Manila Airport,Business Class
d78327a1d672d9b945c3cccc2c38322b,unknown,Ponta Delgada Airport,Business Class
44602faf6b138daa16c25770a4e98d82,The Wing,Hong Kong Airport,First Class
d1d7bd50cc9d1a6e42eed50c574f71c4,unknown,Antalya Airport,Business Class
78e91705347fbcb086ecbcaf1593679e,unknown,Rome Fiumicino Airport,Business Class
fa84332050edb1a5301e9df6ce9fd61f,Air France-KLM Lounge,Chicago O'Hare Airport,Business Class
e4b50b599ce92212259e9d8eaa0b919f,SAS silver lounge,Stockholm Arlanda Airport,Business Class
14ae9534435ce663bb5223d591e227af,unknown,Amsterdam Schiphol Airport,Business Class
f8f82dab085a0b7348ee755204824871,unknown,Honolulu Airport,Business Class
377df1e4f701a552b91a655a1e055ed5,The Star,Taipei Airport,Business Class
c82031bfc88dd91cdfc2112ac5c513ed,Panorama Lounge,Zurich Airport,Business Class
bc2168edd2cf6aaa15156bc5bc347193,Domestic Maple Leaf,Toronto Pearson Airport,unknown
25157371b6be7014017cb883477f0fa9,unknown,Boston Logan Airport,First Class
20e3d2336d97340cf178496723c06051,British Airways,Dubai Airport,Business Class
2913ad2c3ebbe086c976bc3610f24b1c,CIP Lounge,Istanbul Airport,Pay to Use
3be6a4db2e0f4595af3d60ec6e8ae48d,Golden Lounge (Domestic),KLIA Kuala Lumpur Airport,Business Class
11cc6a3e204014a1dbd5034c1d3e29ba,unknown,Guernsey Airport,unknown
100e87b364618cc0a7b016b638392d4f,unknown,Chicago O'Hare Airport,Business Class
82421be2639f9d26a82b924d244e52e7,unknown,Dallas Fort-Worth Airport,Business Class
ab9caa3c9e7c0705dbb5e8bf30644f6e,Business Class,Buenos Aires Airport,Business Class
ed5f4d11689b2a8d9bf307048d223577,Club Europe / World Lounge,London Gatwick Airport,unknown
6769750f8ee4b50efa162afc5e0ece96,unknown,Sydney Airport,Frequent Flyer
845cb747f1bd3818affe12c1be70805a,Dynasty Lounge,Rome Ciampino Airport,Business Class
9c03342f1237270f5f827e0d11358a1f,Falcon Gold Lounge,Bahrain Airport,Frequent Flyer
f23942916a39444fef0b68c52c22beb5,Maple Leaf,Vancouver Airport,unknown
b21c660b57751316f74374d935adfa22,Dynasty Lounge,Taipei Airport,Business Class
fe6bf9eaf4ea23c3b10db445ecede403,unknown,Brisbane Airport,unknown
efd1da4f6a526641a4c99e368e5c9b23,Maple Leaf,Calgary Airport,Business Class
beec6a4e4ba3a23acf25a78df912f763,2,Mexico City Airport,Frequent Flyer
e43edfbd9378430c06b98582b9bcdacb,Miracle Lounge,Bangkok Suvarnabhumi Airport,Frequent Flyer
99ad9dc728d481abc7817c150027c274,unknown,Seoul Incheon Airport,Frequent Flyer
20ccfeb3dea146a138ae6afae5f5b986,Emirates,Dubai Airport,Business Class
dd4ffefb2e8629eb7716f9d5a195b058,unknown,San Francisco Airport,First Class
4869299a8d925229cd8ab45e91ac3549,Senator Lounge,Berlin Tegel Airport,Frequent Flyer
6457ee56466ea377d8ac1abcc2255efe,The Boardroom,Anchorage Airport,Frequent Flyer
bc084a2399672b41d1664e2e1eb6f77a,Virgin America Loft,Los Angeles LAX Airport,Business Class
12c3854c2ef128d5b3df8f5a81b62382,First-class Terminal,Frankfurt Main Airport,First Class
7394d91625211d85b23e4b67fd1abe20,Royal Air Maroc Lounge,Casablanca Airport,Business Class
65b77d2c57f98237bdaf3e0b3ffd1abc,Dacia business lounge,Bucharest Otopeni Airport,Frequent Flyer
87e707ea1b9c4acf57019a42f1482470,PAGSS Terminal 1,Manila Airport,Frequent Flyer
b2e631b0de357f655850505b851b8432,Gold Circle,Boston Logan Airport,Business Class
189451fdc3fb710c3ef6ee420ebf8357,United Club,Las Vegas Airport,First Class
befbfa8fd1788f391c07f036bf236b63,ETIHAD AIRWAYS BUSINESS CLASS LOUNGE REVIEW,Abu Dhabi Airport,Business Class
6937911336aa8328c970fec7bfc3e344,"CDG 2E, Hall L",Paris CDG Airport,Business Class
5348b95c122a1b34d12b89db56a2e3a3,First class,Hamad  Doha Airport,First Class
c39fc264fbed6f0dbccd1b3a2641633a,KOREAN AIR BUSINESS CLASS LOUNGE REVIEW,Incheon Airport,Business Class
786d5586d3b419c6c1e00b34e048aab8,Maple Leaf lounge,Vancouver Airport,Business Class
9de4058b6023f535a60e652502903836,Air Caraïbes lounge,Pointe-à-Pitre Airport,Business Class
93f7ec614d3e3d552deff567b4151d82,Mingalar Sky Lounge,Yangon Airport,Business Class
f7aceff5e4bcec94de86db4f12c83d0d,Vitosha,Sofia Airport,Members
9c33dde9211221386167a0962a0f2dd4,Araliya,Colombo Airport,Business Class
0469a510e3e645c4509946d18e704826,Business lounge,Doha Airport,Business Class
88778112b5e14ba06782633a361a468b,Escape T2,Manchester Airport,Frequent Flyer
f85521ea3fe01abd44db395591f3ce61,Priority Pass,Cabo San Lucas,Members
d15c5f812908a760abf9f98f680a5939,Platinum,Budapest Ferihegy Airport,Business Class
3ff336c62aef202d1e9c3a97efca466e,Finnair Lounge,Helsinki Vantaa Airport,Business Class
a3420c97bba5d22ccd22473fea5ecb5f,Premier Lounge,Denpasar Bali Airport,Pay to Use
c36b76cd6e45805f738b6cd83b3bb5d6,Concorde,New York JFK Airport,First Class
12dc8e03a1ee134cf4f13207938c68a2,SilverKris Lounge,Sydney Airport,Business Class
dcf6b8e84e76891d6ce573aaf0d6e22c,SkyClub,Detroit Airport,Business Class
4588606f55fd2130c218d697a2f51200,Miles and Smiles,Istanbul Airport,Frequent Flyer
d3665e1b4f822661553db5bb48b1e3cf,Madrid Puerta del Sol Aena lounge,Madrid Barajas Airport,Business Class
6fbd29349b6f63a8ae156ec8b071bba8,Arrival Lounge,Johannesburg Airport,Business Class
3665b02afe106909e3b65ac7b97e3cc8,Le Navi,Rome Fiumicino Airport,Business Class
22ccf552456e6f79a6bc59eb56cff558,ANA,Lisbon Airport,Pay to Use
6de36039ce08d815d039df614539f027,SkyClub,Atlanta Hartsfield Airport,First Class
b75d84d26a786e42636d16bbae8a2df4,United Club,Seattle Airport,Frequent Flyer
46a053a904b07f5a85b7090828ae51e6,Ryurin Lounge,Okinawa Naha Airport,Business Class
d1156fd1c6cf0a41b8b87098a8c7538e,Melbourne,Melbourne Airport,Business Class
6562bc6d17e55d2b2c4e39936af83690,Lufthansa Senator Lounge,Berlin Brandenburg Airport,Members
0cab01f9bbbbfe40dd88864b1950f33f,Polaris,San Francisco Airport,Business Class
9481f9f509d2f6e2df33ac007c507880,Kris Flyer,Singapore Changi Airport,unknown
e29b806c3378d3abc681e9c49827e368,Royal Orchid lounge,Singapore Changi Airport,Business Class
1f2a55b1d2918e844cfb0e1b671a649d,SkyClub,unknown,unknown
381b3d84c32fbe4b9e67adddd0bf9b7d,Manaia Lounge,Christchurch Airport,Frequent Flyer
7690b3e11958f4fdb6f762613fdc2bb0,SkyClub,Portland Airport,unknown
c08b13e44c2bb9662d5f40f379c37f43,Sky Lounge,Bandar Seri Begawan Airport,Business Class
33c4be62cb95f48a0654cdad342441ef,Ambaar Club,Salvador Airport,Members
df8e99caee3c03bd04aaea1129c7679d,Concorde - First Class,Dubai Airport,First Class
e9c00bc510cdca88ee092b86a03a49c7,Virgin Australia Lounge,Sydney Airport,Frequent Flyer
a8dc9f6978e5b939da65b29264183467,GVK Lounge,Mumbai Airport,Business Class
b143ad9908ac402319d43a020d96d88a,Domestic,Chiang Mai Airport,Members
bf78dfccaf218986f938ebfeb9063584,Silver members,Guangzhou Airport,Frequent Flyer
a98681ecc32b709306b5af62285b2109,Bangkok Airways Lounge,Bangkok Suvarnabhumi Airport,Members
c16b4ff7f35d7ba23ecdd0573ee13977,Maple Leaf Club,Los Angeles LAX Airport,Frequent Flyer
71ed2a426b94cb3b576000ac782e04df,Star Alliance,Paris CDG Airport,Business Class
6b2b3b1909db6c9e775ce95c754d9e1d,First Lounge - T5,London Heathrow Airport,First Class
a6e3e91f2ae93c8faab9702ffdea739d,Club World,Montréal Airport,unknown
9c7c98c93306eed25c8d4b5ac965d941,unknown,Stockholm Arlanda Airport,unknown
4fc4c78df066702c799ed946ab8523d0,Premier Lounge,Tokyo Narita Airport,Business Class
6f18ccfee5a78bd9a90bdb9a00509020,Clubhouse,San Francisco Airport,unknown
d207142416a11b4c1735548f0ebff349,Admiral,London Heathrow Airport,Frequent Flyer
294c9f509b1f188a014adac0568ada78,unknown,Auckland Airport,unknown
4520d9365f5a7e8aba766dc0593d4a39,Mabuhay Lounge Domestic,Manila Airport,Business Class
77ca24437039726be38c97938bb06ce6,Domestic Business Lounge,Sydney Airport,Business Class
b3812d8c000f05d33664e87e2c116753,Admirals Club,Buffalo Airport,unknown
db182dd98d0440d50b3e7e91e420fc09,JAL Sakura,Tokyo Narita Airport,Business Class
3a02aeae8a99b46d4e28110aa405de00,Avianca T2,Sao Paulo Guarulhos Airport,Business Class
6c1d8189b3aafa4694173f81d4ec48a9,dnata lounge,Singapore Changi Airport,Business Class
144a776c598a5558b15fb5cbf0d2c49f,American Express,Melbourne Airport,Members
f576fc23d595321993c9f5a63ee95585,Plaza Premium International Departure,KLIA Kuala Lumpur Airport,Pay to Use
9523388651c3265549fa4ac3cc38de70,Terraces Lounge,Berlin Tegel Airport,unknown
d5d222b9f3ab206028f5e1152975d065,PrimeClass,Frankfurt Main Airport,Members
b608ff7d0f6762d6ccb0b598644ad831,North Lounge,Seoul Gimpo Airport,Business Class
23c3154826e3c8832f4947558ed6583a,ANA suite lounge,Tokyo Narita Airport,Frequent Flyer
560d67c8e87de81e8174e70f5a59ba9f,Rose,Ho Chi Minh City Airport,Business Class
5ca3707a2c3d8a726c3398647b4d297b,unknown,Cologne/bonn Airport,Business Class
ead409dc3b16033a86fecc02d155fadb,Admirals Club,New York JFK Airport,unknown
0fdf07e5a5cb2a9293b03b6f37fb9916,unknown,Calgary Airport,Business Class
785cda7eda0e5856a7a86e056165aeda,Salon Première,Paris CDG Airport,Frequent Flyer
8737409260210580d97df80daf5ac22f,Terminal 5 Galleries First,London Heathrow Airport,First Class
017741590ea1262173efa2225e401169,Tarom,Bucharest Otopeni Airport,Frequent Flyer
e22dad765598e71e00a37f35e6b44eb4,Oman Air Lounge,Salalah Airport,Business Class
1f3957a586a9280a06b72bcfe5232a9f,Swiss Alpine Lounge,Zurich Airport,Business Class
15fbfc10a7cd86ffe765e94968706d18,Majan Lounge,Muscat Seeb Airport,Frequent Flyer
515675f6975b672248f80342a0ff0b36,G16,Hong Kong Airport,Business Class
34491df13f04dbd914520f6175addc40,Earth Lounge,unknown,Business Class
8ba7ca6eb2432b8813b6fcfe369825ac,Domestic Lounge,Sydney Airport,Business Class
94d3960d2e6f71a1bdbcd5871ff28610,Salones Premier,Guadalajara Airport,First Class
3c9660f7b8d485a0c4a8e6db79cc1be7,VIP Lounge,Cancun Airport,Pay to Use
8d6b8378236b97749ad8707bd31e3877,unknown,Istanbul Airport,Business Class
1c1c2a7f9aa6f3dbb969246f908d08af,Mabuhay Lounge,Manila Airport,Business Class
bcf2ea8466922e8a04e3bee97768ae87,unknown,San Francisco Airport,Business Class
043a6f8a406355f71147cdd8e08fca24,unknown,Washington Dulles Airport,Pay to Use
cdeffa5ccf2b2ff552554eaa1fe0232a,unknown,Denver Airport,Business Class
829366568b8ff02fbd295862d9f0d0fa,unknown,Istanbul Sabiha Gökçen Airport,Members
d4c1b42f46494f51ec532252f22c52d7,Al Mourjan,Hamad  Doha Airport,Business Class
1931445e59bb27a1c311aabd2ec97f1d,Garuda Airlines,Denpasar Bali Airport,Business Class
91398ce22800e936a77331eacef305d4,Al Fursan,Riyadh Airport,Business Class
fcbf7948a3efc6fdde280168964dde4f,unknown,Delhi Airport,Business Class
ab7d485c032888259ce27ed86ed9d34c,The Wing,Hong Kong Airport,Business Class
50bcd4b4d6fda5adb3827cb6f1389608,Istanbul,Istanbul Airport,Business Class
1a922c0ad96fbff95a0bcc5e36a074d4,Boston Clubhouse,Boston Logan Airport,Business Class
32d29e3c29221fdc52bf09f36bf3fba4,Royal Silk,Bangkok Suvarnabhumi Airport,Business Class
8804916ee7d0cf3df3d92870e5e462e4,Zenith I VIP Lounge,Casablanca Airport,Business Class
be5f343446286902bbdb59da1a0e7d46,Miracle Lounge,Bangkok Don Muang Airport,Business Class
4548707bbbfd4634c5ae90f02af8e8ee,"United Club, D Concourse",Washington Dulles Airport,Members
39c792e81c277793a4e805be427008d8,Sala VIP,Madrid Barajas Airport,Business Class
9827b3eb94d5c366b7308865f083e443,Business,Beijing Capital Airport,Business Class
77bdd0e8eddac70282f19eba58a39648,United Club,Las Vegas Airport,Business Class
b48f3ec1c7bbb84ffc1ba8db2c7a3480,unknown,Boston Logan Airport,Business Class
3d9b269e23f57ac05e2daa2f90eaf23e,Infinity,Taipei Airport,Business Class
8aa4e34d17af988a79a393b4175dbe85,unknown,Perth Airport,Members
0a28864f801d7a7f65d0c293c3b1cbdc,SAT Terminal 2,Singapore Changi Airport,Pay to Use
48362c8e9e8c690318406d4336ec0294,Clubhouse,Washington Dulles Airport,Business Class
02ddc9e489f586def65d3b7e96da7150,Star Alliance,Paris CDG Airport,First Class
58a2e9c1740e26982f658b7b9679ad69,Crown Class Lounge,Amman Queen Alia Airport,Business Class
1bd6fba8055417201554c8198e446122,Galleries Lounge,Mumbai Airport,Business Class
15576334b01ba4d52a2af22701df130e,VIP lounge,Heraklion Airport,Members
cfb60e19bdc757e31f33e72a8a98bb5d,unknown,Chicago O'Hare Airport,First Class
ef750ae76eccead3693366a925608dd6,unknown,Rome Fiumicino Airport,First Class
0e4c3933156eb773b48f9682247d58f8,Schengen Lounge,Amsterdam Schiphol Airport,Business Class
232bf3f855496cbced3a182fe5f3a434,The Bridge,Hong Kong Airport,First Class
f3a2373bb8110ac1084d3831bd1c2cb7,unknown,Johannesburg Airport,Frequent Flyer
439066c6766969dd203c768261fa79e9,Salon Premier Lounge,Tijuana Airport,Business Class
26b999062c6af03728964c7d3b90f663,Iyanola,unknown,unknown
9788274d1a4d0fa01d40629353091e57,Cloud 9,Addis Ababa Airport,Business Class
338cb35c0c2e392a475639d6b3978db8,Lounge 52,Amsterdam Schiphol Airport,Frequent Flyer
6afac17380d9f9a5194505793daafeb4,Las Vegas Club Terminal  3,Las Vegas Airport,unknown
483a2e910a50faf7f9793d1148bf25ae,unknown,Wellington Airport,Frequent Flyer
1d67b55400f6a2e42aa678432ceeb987,Maple Leaf Lounge,Toronto Pearson Airport,Frequent Flyer
d9028143713165c085cf6a895864e258,unknown,Dubai Airport,Pay to Use
5ff36161dfa954d5f3d062f06b5b0368,Al-Mourjan,Hamad  Doha Airport,Business Class
19f42eecda2c023065c94e57504e9cc1,Galleries Lounge South,London Heathrow Airport,Business Class
6d33e70434413a81c928767d68c8f8cd,unknown,Honolulu Airport,First Class
4bea21bba517c15e8e475455d2e4448b,Royal Executive Lounge,unknown,unknown
02258b022ee525b95be55da293f89572,Krisflyer Gold Lounge Terminal 3,Singapore Changi Airport,unknown
50e7d9b706ff1c12e7309bf89b2758eb,unknown,London Gatwick Airport,Pay to Use
b6252751d568175278bb9738727b07de,unknown,Kiev Borispol Airport,Frequent Flyer
c4d71b0f61a0382766659c24040f52f7,Terminal 3,Dubai Airport,Business Class
a4644159dd605114d83b8250b0e97ca6,El Dorado,Bogota Airport,Business Class
54cfd74a0f7aa0bd18f67bc1d6c43e16,Admirals Club,Los Angeles LAX Airport,Frequent Flyer
971f556c726293c8b65248b21d11f91b,Turkish Airlines,Washington Dulles Airport,unknown
8540f24601ff8b0611dee29c00ba653d,VIP Lounge,Malaga Airport,Pay to Use
4af30eb1e3b473e8e7de0bd06e43ee20,Senator / Star Alliance Lounge,Frankfurt Main Airport,unknown
37d9533835e9799ffdf3274a92cd9fdc,Polonez,Warsaw Chopin Airport,Business Class
d37250572eda3b9be4c904c9c5ac7595,King David,Tel Aviv Airport,Business Class
82c4875bd6c4c059ad9c10cb10c8cb1c,Galleries Lounge,Edinburgh Airport,unknown
8cd60819640dbbd7a7ba9f201da07aed,Maple Leaf Transborder,Toronto Pearson Airport,Frequent Flyer
eb271a541a7a93ca8c432a29338e030f,Aspire,Amsterdam Schiphol Airport,Business Class
8f991db6ce247d3c8dad96d3683b6722,Salon Des Vignobles,Bordeaux Airport,Business Class
6ffc10a9a9f076d6a657b599772fdd8f,The Pier Marco Polo Club,Hong Kong Airport,Business Class
502a94d8f3b1478a0222f32669ebd5dd,Polaris Lounge,Houston IAH,Business Class
f991cb14ed234b9e8f4b71eecbe048a2,unknown,Larnaca Airport,Business Class
abf2921c3c257f680766d98599c21b95,First,Chicago O'Hare Airport,First Class
564c6f3277e3669f2c85e6a62466d3ed,The Club at CLT,Charlotte Airport,Members
1052581bb688a47afecb793dd8dc47c7,Business/First,Los Angeles LAX Airport,First Class
a2408d31c33c9514fd0f3099dcc3ac8d,SkyClub,Atlanta Hartsfield Airport,Business Class
9c5de6786144941437e53197f3a68376,Club MCO,Orlando Airport,Business Class
9a58556ad08c820fa94d349fe756dea7,Pearl Lounge,Kigali Airport,Frequent Flyer
ddaf85cdfd47f494d70199bd41a576a8,Qatar Airways Premium Lounge,Bangkok Suvarnabhumi Airport,First Class
bc94fcfc38668bce9b764014eacb5c5c,Senator Lounge A-gates,Frankfurt Main Airport,Frequent Flyer
c113699249fa5eb278e03702b080bcce,T5 Arrivals,London Heathrow Airport,Business Class
73054d6d682fd108e54807ef52ea124f,DNATA T3,Singapore Changi Airport,Business Class
6c92cb86b7dc18e57601f45c733d9912,KrisFlyer Gold T3,unknown,Frequent Flyer
03a5d9e1b07b3e52dfee834250561c3c,unknown,Kansai International Airport,Frequent Flyer
6afb636dd18913e568a442eb527b89b9,unknown,Paris CDG Airport,unknown
83ed41d0ac30008594404babbd6de61e,Club Manila,Manila Airport,Pay to Use
737c50893b3b86640c3f095a4f112cba,Terminal 5,London Heathrow Airport,Business Class
da051b969ef77aa6194f522662617f7b,Air America,Miami Airport,Business Class
bde28498092c49dde4530565efe26bec,unknown,Keflavik Airport,Business Class
82c25c6d77a2942bb466594767d09350,unknown,Hobart Airport,Business Class
8edcdc68ab59af759c99d661073ea78c,marco polo,Venice Marco Polo Airport,Business Class
430fec42bc9861123c53356a65340d89,Royal Silk Lounge,Hong Kong Airport,Business Class
b77cc8d638d86af5cae591bf44e5966d,First,London Gatwick Airport,First Class
7bf5d1725c47ac535260a5c06ad4b9af,Finnair Premium Lounge,Helsinki Vantaa Airport,Business Class
8f4f34f602f10427d9b714d79e551543,Oman Air Lounge,Muscat Seeb Airport,Business Class
c481841ac8a320be13302b770feee724,unknown,Salt Lake City Airport,First Class
f57df495fb36c66c2ecac8220fc9917b,DNATA T1,Singapore Changi Airport,Business Class
afd4d67b0c44a7821233ba9957dda21f,QATAR AIRWAYS BUSINESS CLASS LOUNGE REVIEW,Frankfurt Main Airport,Business Class
cc78db26330cff9103e48e3a63a96735,Business Lounge Dubai,Dubai Airport,Business Class
1d4e3af3b8c80d878683f8e150044044,Gold / Senator Lounge,Vienna Airport,unknown
552eddcf6b4dd19511b94ee3f1385072,unknown,Toronto Pearson Airport,Members
7c13783b56806b349cd181b1691ad623,Orchid,Ho Chi Minh City Airport,Business Class
4890e9a074cef8d3b89173641b503009,Sala VIP Pau Casals,Barcelona Airport,Frequent Flyer
1c3482ae5b15f7161949298b1795fab4,unknown,Havana Airport,Business Class
d82c6f9719901ef27e44990ec83bff87,Escape lounge,Manchester Airport,Frequent Flyer
f36a6f04da4945b11d23b363d8cfa2d0,Koru Lounge,Christchurch Airport,Frequent Flyer
73ae5474993f122f00e0b76a21628d67,Diners Club,Bangkok Suvarnabhumi Airport,Business Class
a7128a547a8f9d8ef8db7a169cbdf9b5,Upper Class,Hong Kong Airport,unknown
aad864dd49ee7519fd9f5afc56459d5e,VIP Lounge,Madrid Barajas Airport,Business Class
963c7dd2647f72b009bef1a5abfaec80,Frequent Flyer lounge,Honolulu Airport,Frequent Flyer
